id,taxi,start_str,Trip End Timestamp,dur,dist,tract_pick,Dropoff Census Tract,comm_pick,comm_drop,fare,tip,toll,extra,trip_tot,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location,
string,string,string,string,float,float,string,string,string,string,float,float,float,float,float,string,string,string,string,string,string,string,string,string
